Time-Year,Time-Date,Ticker,AAPL,CDW,CTRX,FB,GOOG,GOOGL,INTC,MSFT,MU,QCOM,STX,TECD,TXN,WDC
2012,2012-04-05,,100.00,,100.00,,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
2012,2012-04-09,,100.40,,99.44,,,99.77,98.90,98.66,96.84,98.98,103.03,98.65,99.00,99.87
2012,2012-04-10,,99.17,,96.88,,,99.13,97.76,96.67,94.20,98.56,99.66,97.42,97.61,96.30
2012,2012-04-11,,98.81,,98.31,,,100.58,99.22,96.30,94.47,98.56,100.64,98.54,98.54,96.17
2012,2012-04-12,,98.27,,99.23,,,102.95,101.45,98.28,94.20,101.69,104.91,100.32,100.17,98.61
2012,2012-04-13,,95.51,,100.28,,,98.78,100.08,97.74,91.70,99.23,106.45,99.78,99.14,98.19
2012,2012-04-16,,91.54,,100.18,,,95.85,101.22,98.59,93.81,98.60,110.81,99.21,99.20,99.55
2012,2012-04-17,,96.21,,102.50,,,96.40,101.41,99.76,95.39,100.06,108.42,101.07,101.00,99.42
2012,2012-04-18,,96.00,,114.13,,,96.07,99.57,98.80,93.15,99.70,112.56,100.79,100.80,104.56
2012,2012-04-19,,92.70,,123.88,,,94.78,98.63,98.39,92.36,93.11,111.84,99.93,100.56,105.80
2012,2012-04-20,,90.41,,122.35,,,94.27,98.31,102.85,87.48,92.66,113.55,100.00,100.03,104.28
2012,2012-04-23,,90.21,,118.85,,,94.51,97.76,101.92,87.35,91.62,113.97,98.17,98.24,104.22
2012,2012-04-24,,88.42,,117.04,,,95.09,97.29,101.27,85.77,92.08,115.98,98.17,96.61,104.28
2012,2012-04-25,,96.26,,118.52,,,96.43,99.25,102.16,85.90,94.15,120.60,99.83,98.47,108.55
2012,2012-04-26,,95.89,,117.06,,,97.33,100.51,101.89,86.96,95.12,120.85,101.50,98.94,110.97
2012,2012-04-27,,95.16,,117.11,,,97.26,101.10,101.48,86.56,95.53,115.00,102.38,99.63,95.44
2012,2012-04-30,,92.15,,115.68,,,95.66,101.18,101.58,86.82,95.01,120.60,100.69,98.90,97.67
2012,2012-05-01,,91.86,,116.50,,,95.59,103.14,101.54,88.01,94.71,125.04,100.45,98.64,100.73
2012,2012-05-02,,92.46,,122.40,,,96.03,103.92,100.89,89.86,95.61,126.28,100.69,99.37,101.97
2012,2012-05-03,,91.81,,116.70,,,96.63,102.47,100.75,85.24,94.59,122.48,99.01,97.21,98.74
2012,2012-05-04,,89.20,,116.86,,,94.41,100.12,98.28,86.30,92.14,119.32,98.26,94.76,97.82
2012,2012-05-07,,89.86,,113.97,,,96.08,99.61,97.26,85.64,92.15,121.58,97.29,94.79,98.50
2012,2012-05-08,,89.65,,115.89,,,96.91,98.20,96.78,82.21,93.27,119.23,96.89,94.86,98.48
2012,2012-05-09,,89.82,,115.91,,,96.33,97.57,97.60,83.79,92.30,119.83,96.46,94.76,100.52
2012,2012-05-10,,90.03,,115.71,,,97.05,97.72,97.53,82.87,92.99,123.38,95.69,95.32,102.52
2012,2012-05-11,,89.43,,119.03,,,95.72,99.14,98.87,83.79,92.08,122.09,95.25,95.22,101.39
2012,2012-05-14,,88.09,,116.78,,,95.52,96.94,97.32,81.82,91.48,122.99,96.99,94.86,100.47
2012,2012-05-15,,87.29,,116.37,,,96.64,96.43,96.47,79.31,91.45,122.74,96.16,93.83,100.55
2012,2012-05-16,,86.18,,116.86,,,99.46,95.10,95.47,81.03,87.98,118.55,91.84,92.80,97.19
2012,2012-05-17,,83.66,,116.02,,,98.53,93.96,94.92,78.39,85.08,112.39,89.46,90.91,93.28
2012,2012-05-18,,83.69,,113.51,100.00,,94.95,93.53,93.48,74.18,83.32,105.51,88.84,88.98,87.20
2012,2012-05-21,,88.57,,115.22,89.01,,97.12,93.84,94.99,76.15,85.17,109.19,89.63,91.30,90.48
2012,2012-05-22,,87.89,,115.12,81.09,,95.01,93.41,95.03,75.23,86.22,103.33,90.47,90.94,86.83
2012,2012-05-23,,90.04,,115.50,83.70,,96.39,91.29,92.97,75.76,86.54,101.07,89.84,90.24,85.81
2012,2012-05-24,,89.21,,114.74,86.40,,95.47,92.04,92.83,75.63,85.06,103.46,90.10,89.48,85.13
2012,2012-05-25,,88.73,,116.65,83.47,,93.55,92.35,92.80,78.52,85.31,102.65,89.42,89.64,86.07
2012,2012-05-29,,90.31,,116.65,75.44,,93.99,93.61,94.41,80.63,86.91,98.12,90.47,90.94,83.47
2012,2012-05-30,,91.39,,113.33,73.74,,93.03,93.76,93.69,78.92,85.88,95.34,89.85,89.64,81.09
2012,2012-05-31,,91.17,,114.56,77.43,,91.86,92.70,93.21,76.94,85.66,91.84,89.12,88.22,78.99
2012,2012-06-01,,88.52,,113.10,72.51,,90.30,90.19,90.84,71.81,82.39,85.21,88.24,83.64,75.76
2012,2012-06-04,,89.05,,112.23,70.36,,91.50,89.84,91.18,71.01,83.48,86.79,86.80,83.90,75.24
2012,2012-06-05,,88.81,,114.71,67.67,,90.21,91.25,91.05,73.78,85.47,88.59,86.73,85.10,75.31
2012,2012-06-06,,90.18,,119.41,70.13,,91.82,93.53,93.72,75.76,87.29,92.78,89.09,88.58,77.86
2012,2012-06-07,,90.21,,118.62,68.82,,91.44,93.06,93.34,74.70,86.69,88.85,88.02,87.42,77.54
2012,2012-06-08,,91.58,,119.85,70.89,,91.80,94.74,94.68,77.47,87.84,91.71,88.79,88.32,78.57
2012,2012-06-11,,90.13,,115.79,70.65,,89.90,93.25,92.28,75.23,86.38,88.46,87.78,85.63,77.15
2012,2012-06-12,,90.91,,118.16,71.67,,89.37,95.14,93.55,78.00,88.80,90.90,87.98,87.45,76.84
2012,2012-06-13,,90.28,,117.70,71.33,,88.74,95.21,93.04,77.21,88.11,93.50,88.09,86.16,76.34
2012,2012-06-14,,90.19,,120.95,74.00,,88.41,96.78,93.69,75.89,84.89,91.88,86.86,85.89,76.00
2012,2012-06-15,,90.60,,121.00,78.50,,89.28,98.08,95.88,77.60,84.45,92.39,87.63,86.29,77.23
2012,2012-06-18,,92.44,,125.87,82.16,,90.28,98.39,95.30,78.26,84.86,93.46,88.71,86.79,76.86
2012,2012-06-19,,92.70,,125.87,83.47,,91.97,98.71,98.04,80.37,85.23,95.98,89.12,87.55,77.65
2012,2012-06-20,,92.43,,124.73,82.66,,91.33,99.18,98.77,80.63,85.20,95.34,89.59,88.38,77.73
2012,2012-06-21,,91.16,,119.13,83.29,,89.39,95.84,96.26,74.44,82.41,88.93,87.50,85.50,73.90
2012,2012-06-22,,91.86,,121.99,86.45,,90.38,96.67,98.04,75.63,83.16,91.50,88.15,86.89,74.74
2012,2012-06-25,,90.07,,118.39,83.86,,88.67,93.45,95.40,73.65,80.06,91.24,86.60,83.57,72.80
2012,2012-06-26,,90.27,,121.17,86.58,,89.30,93.33,95.88,74.18,80.61,94.57,87.38,83.70,73.29
2012,2012-06-27,,90.66,,122.22,84.31,,90.03,94.08,96.36,75.36,82.08,96.15,88.19,83.84,74.97
2012,2012-06-28,,89.79,,121.12,82.03,,89.24,92.66,95.51,78.66,81.17,91.15,87.87,83.21,72.46
2012,2012-06-29,,92.16,,126.69,81.35,,91.74,95.61,97.70,83.14,83.23,96.97,90.17,88.85,76.71
2012,2012-07-02,,93.50,,123.86,80.49,,91.80,95.68,97.60,86.30,83.21,96.28,90.43,87.59,75.08
2012,2012-07-03,,94.59,,123.70,81.61,,92.96,96.39,98.22,90.78,84.09,98.50,91.89,88.45,77.94
2012,2012-07-05,,96.24,,123.09,82.32,,94.24,95.25,98.04,89.72,84.07,98.33,90.55,87.99,77.20
2012,2012-07-06,,95.61,,121.86,83.00,,92.67,93.88,96.40,88.54,82.68,97.86,90.10,85.86,78.04
2012,2012-07-09,,96.87,,121.30,84.15,,92.68,93.88,95.81,85.51,82.69,101.79,89.31,84.90,79.33
2012,2012-07-10,,95.98,,118.80,82.32,,91.99,91.72,94.96,81.16,82.47,99.40,88.81,84.83,80.54
2012,2012-07-11,,95.38,,121.30,81.01,,90.33,91.09,93.58,81.82,81.26,99.44,88.60,84.57,79.25
2012,2012-07-12,,94.51,,118.80,80.59,,90.22,88.78,91.42,80.76,80.31,98.93,88.19,82.81,78.88
2012,2012-07-13,,95.46,,121.17,80.36,,91.17,90.58,93.86,80.76,82.17,101.20,87.70,83.67,79.46
2012,2012-07-16,,95.77,,118.85,73.89,,90.92,90.15,94.03,79.05,81.25,102.09,87.63,81.85,79.56
2012,2012-07-17,,95.78,,116.32,73.48,,91.21,91.06,94.72,76.02,81.41,104.96,87.44,82.34,80.43
2012,2012-07-18,,95.67,,117.29,76.14,,91.84,94.04,97.26,76.94,83.78,107.95,89.27,85.63,84.05
2012,2012-07-19,,96.94,,115.35,75.86,,93.79,93.49,97.94,76.15,87.35,106.54,89.25,86.86,82.29
2012,2012-07-20,,95.36,,114.79,75.23,,96.60,91.57,96.19,76.81,86.22,105.09,88.54,84.40,80.69
2012,2012-07-23,,95.29,,109.58,75.20,,97.34,90.62,93.52,74.04,85.67,104.10,87.08,83.07,81.22
2012,2012-07-24,,94.82,,107.66,74.42,,96.09,89.72,93.10,75.49,84.89,103.72,85.70,82.28,79.93
2012,2012-07-25,,90.73,,107.64,76.75,,96.15,90.15,92.08,76.94,85.63,103.16,86.24,82.48,81.69
2012,2012-07-26,,90.72,,108.15,70.23,,97.00,91.49,93.10,78.52,87.01,117.86,90.40,83.77,98.82
2012,2012-07-27,,92.34,,110.50,62.02,,100.42,93.37,95.03,82.74,88.70,117.65,94.81,85.20,100.45
2012,2012-07-30,,93.90,,111.32,60.55,,100.00,92.43,94.65,80.50,88.42,119.32,95.04,84.80,101.08
2012,2012-07-31,,96.38,,107.94,56.79,,100.10,92.19,94.10,81.82,89.20,117.69,93.79,84.90,100.08
2012,2012-08-01,,95.75,,113.05,54.62,,100.06,93.02,93.93,82.61,88.97,118.50,88.67,86.13,99.19
2012,2012-08-02,,95.91,,113.64,52.42,,99.43,92.98,93.21,81.16,88.01,117.48,85.45,84.93,100.39
2012,2012-08-03,,97.15,,115.43,55.17,,101.43,94.94,94.99,83.40,90.05,121.28,88.51,88.12,103.17
2012,2012-08-06,,98.24,,115.17,57.34,,101.66,95.21,95.64,86.56,89.88,125.09,88.94,88.02,103.80
2012,2012-08-07,,97.98,,116.60,54.20,,101.30,95.92,96.64,89.86,91.68,127.78,89.05,91.11,105.06
2012,2012-08-08,,97.82,,117.68,54.20,,101.57,96.27,96.84,90.78,91.86,127.99,89.76,91.50,105.33
2012,2012-08-09,,98.37,,118.52,54.96,,101.59,96.63,97.39,89.72,92.67,129.74,91.95,92.07,108.26
2012,2012-08-10,,98.53,,115.79,57.05,,101.53,97.29,97.15,89.06,92.64,135.30,92.40,92.73,110.68
2012,2012-08-13,,99.84,,112.82,56.50,,104.38,96.59,97.05,88.54,92.83,135.38,92.32,92.07,111.52
2012,2012-08-14,,100.10,,113.18,53.31,,105.74,95.84,96.84,86.30,93.25,134.79,92.59,91.87,110.70
2012,2012-08-15,,99.98,,112.59,55.45,,105.57,95.10,97.08,85.51,93.46,135.04,94.12,93.20,111.15
2012,2012-08-16,,100.85,,112.95,51.97,,106.41,96.23,98.94,87.09,93.54,137.05,95.11,94.36,114.27
2012,2012-08-17,,102.71,,113.84,49.83,,107.09,95.29,99.35,86.56,94.60,141.20,95.34,93.06,114.43
2012,2012-08-20,,105.41,,111.85,52.34,,106.83,94.94,98.83,85.51,93.86,138.89,97.62,92.03,114.03
2012,2012-08-21,,103.97,,111.37,50.12,,105.88,94.51,99.01,85.11,92.80,137.44,92.18,92.37,112.38
2012,2012-08-22,,106.01,,111.62,50.85,,107.09,93.13,98.18,83.27,92.92,139.23,90.77,91.57,111.96
2012,2012-08-23,,105.02,,115.84,50.85,,107.03,90.62,97.29,82.48,92.73,133.38,91.78,91.37,109.39
2012,2012-08-24,,105.11,,117.57,50.77,,107.32,90.15,98.25,83.00,93.32,134.83,91.91,92.13,109.78
2012,2012-08-27,,107.08,,113.64,50.09,,105.83,89.92,98.66,82.08,93.22,134.02,92.01,91.37,110.18
2012,2012-08-28,,106.94,,113.00,50.59,,107.10,90.47,98.46,81.69,92.69,133.29,92.06,91.14,109.44
2012,2012-08-29,,106.73,,111.32,49.96,,108.81,89.29,98.52,81.69,92.84,132.99,92.68,91.64,109.44
2012,2012-08-30,,105.21,,109.50,49.93,,107.80,87.84,97.46,81.42,91.48,127.52,90.57,90.41,105.93
2012,2012-08-31,,105.42,,111.32,47.24,,108.34,89.88,99.07,81.82,91.87,126.71,90.94,90.51,105.22
2012,2012-09-04,,106.96,,112.69,46.38,,107.70,88.39,97.70,80.24,90.90,128.25,92.19,89.74,106.48
2012,2012-09-05,,106.22,,111.49,48.60,,107.65,88.27,97.70,81.55,91.07,128.76,90.45,88.88,105.27
2012,2012-09-06,,107.17,,116.55,49.59,,110.61,90.86,100.79,88.01,93.99,125.51,92.38,92.13,108.47
2012,2012-09-07,,107.84,,117.83,49.65,,111.68,87.56,99.49,84.58,92.95,121.15,92.57,90.94,105.33
2012,2012-09-10,,105.03,,117.42,49.20,,110.83,84.19,98.77,84.45,92.00,118.25,91.73,89.35,103.62
2012,2012-09-11,,104.69,,118.52,50.82,,109.47,84.46,98.97,83.79,92.83,119.19,91.91,89.08,106.30
2012,2012-09-12,,106.15,,118.80,54.75,,109.26,83.92,98.94,85.24,93.72,118.76,92.29,89.11,104.38
2012,2012-09-13,,108.24,,122.53,54.17,,111.66,84.54,99.45,86.96,95.84,120.04,92.38,90.11,107.14
2012,2012-09-14,,109.55,,121.30,57.55,,112.23,84.58,100.34,88.27,97.38,120.68,94.25,92.13,103.31
2012,2012-09-17,,110.89,,122.86,56.29,,112.28,84.39,100.34,86.56,97.27,117.78,93.67,90.71,99.34
2012,2012-09-18,,111.23,,122.84,57.21,,113.59,84.58,100.24,85.38,97.68,117.52,92.23,89.31,99.03
2012,2012-09-19,,111.27,,121.69,60.92,,115.05,83.80,99.83,87.62,97.68,116.67,91.09,89.41,98.29
2012,2012-09-20,,110.73,,121.79,59.09,,115.15,83.92,101.10,84.98,96.58,118.85,90.64,89.91,98.29
2012,2012-09-21,,110.95,,122.12,59.80,,116.08,83.72,100.27,83.79,96.47,122.56,88.62,90.34,101.05
2012,2012-09-24,,109.47,,123.98,54.38,,118.51,82.50,98.94,82.48,95.56,124.15,87.83,89.38,100.71
2012,2012-09-25,,106.74,,126.18,53.05,,118.48,81.56,97.70,80.50,94.15,124.91,86.17,86.72,99.76
2012,2012-09-26,,105.41,,124.78,53.94,,119.16,81.99,96.98,78.26,93.54,122.65,85.55,85.93,97.77
2012,2012-09-27,,107.98,,125.01,53.15,,119.64,83.56,96.95,79.31,95.29,126.41,86.48,86.89,100.21
2012,2012-09-28,,105.72,,125.13,56.66,,119.32,82.03,95.68,78.79,93.77,122.56,84.71,85.89,98.06
2012,2012-10-01,,104.50,,126.59,57.52,,120.47,82.39,94.79,76.02,92.92,119.10,84.24,86.06,96.54
2012,2012-10-02,,104.81,,126.41,58.25,,119.71,82.66,95.33,76.94,92.75,119.91,84.46,86.06,96.64
2012,2012-10-03,,106.42,,130.50,57.10,,120.59,81.60,95.99,76.94,93.16,118.97,82.82,85.63,95.20
2012,2012-10-04,,105.67,,131.67,57.42,,121.46,81.33,96.54,77.47,94.04,118.76,82.80,86.99,96.20
2012,2012-10-05,,103.42,,131.19,54.70,,121.40,82.07,95.95,77.60,94.02,117.14,82.72,87.75,96.20
2012,2012-10-08,,101.13,,130.19,53.36,,119.85,81.48,95.75,77.08,92.15,116.92,82.59,87.22,97.09
2012,2012-10-09,,100.77,,127.10,52.92,,117.68,79.25,94.13,75.89,90.65,113.59,80.85,85.16,94.18
2012,2012-10-10,,101.57,,127.46,51.37,,117.75,78.78,93.17,75.89,89.72,111.75,80.12,84.67,92.10
2012,2012-10-11,,99.55,,129.50,51.66,,118.84,78.46,93.07,75.76,88.87,111.84,80.48,85.10,92.65
2012,2012-10-12,,99.79,,128.17,51.06,,117.78,77.76,93.86,74.70,88.39,111.11,80.08,85.03,91.21
2012,2012-10-15,,100.59,,127.99,51.06,,117.18,78.66,94.85,75.36,88.98,112.56,80.21,87.95,90.53
2012,2012-10-16,,102.97,,132.29,50.95,,117.77,80.89,94.79,76.15,90.60,113.16,81.97,89.55,92.05
2012,2012-10-17,,102.16,,129.30,52.00,,119.48,78.85,95.13,76.15,91.53,112.35,83.30,88.72,91.76
2012,2012-10-18,,100.26,,128.81,49.65,,109.91,78.42,94.82,74.44,89.99,110.73,83.56,89.64,90.01
2012,2012-10-19,,96.65,,123.68,49.70,,107.82,76.97,92.08,71.81,88.18,110.47,82.68,86.69,88.33
2012,2012-10-22,,100.48,,124.09,50.54,,107.33,77.68,90.02,71.67,88.07,112.09,82.98,86.62,89.32
2012,2012-10-23,,97.20,,124.04,51.01,,107.60,78.15,90.15,71.28,87.53,110.04,83.21,86.76,87.17
2012,2012-10-24,,97.75,,121.17,60.76,,107.11,77.68,89.67,68.12,86.51,109.66,81.52,86.33,85.49
2012,2012-10-25,,96.59,,125.19,59.01,,107.19,78.50,89.64,74.97,86.19,111.37,82.35,87.69,87.09
2012,2012-10-26,,95.72,,121.76,57.39,,106.77,79.44,90.67,72.07,88.61,110.47,83.10,90.14,86.39
2012,2012-10-31,,94.34,,120.46,55.22,,107.59,78.31,91.73,71.54,87.96,108.21,82.95,88.18,86.67
2012,2012-11-01,,94.54,,130.78,55.48,,108.74,80.58,94.89,76.28,89.64,111.75,86.17,91.70,89.66
2012,2012-11-02,,91.41,,126.85,55.40,,108.79,79.84,94.82,75.23,89.00,110.94,84.93,89.58,89.14
2012,2012-11-05,,92.65,,126.82,55.58,,108.01,79.87,95.27,76.94,90.70,114.19,84.99,92.53,90.03
2012,2012-11-06,,92.37,,123.52,55.38,,107.81,79.44,95.99,80.24,90.62,119.91,87.21,93.99,93.78
2012,2012-11-07,,88.84,,121.61,53.54,,105.50,76.46,93.48,77.87,87.23,116.07,85.25,91.97,89.38
2012,2012-11-08,,85.61,,121.33,52.29,,103.16,76.19,92.62,74.97,91.06,117.22,84.59,91.47,88.22
2012,2012-11-09,,87.09,,122.66,50.25,,104.86,76.07,92.69,74.04,92.48,116.28,85.19,92.63,88.90
2012,2012-11-12,,86.42,,125.16,52.50,,105.31,75.95,90.70,73.39,92.48,112.26,84.91,92.63,87.96
2012,2012-11-13,,86.43,,126.62,51.95,,104.22,74.15,87.79,75.63,93.25,111.79,84.09,92.23,87.80
2012,2012-11-14,,85.48,,117.68,58.49,,103.20,72.97,87.00,73.25,92.66,107.18,82.61,90.28,85.70
2012,2012-11-15,,83.68,,119.92,57.99,,102.36,73.24,86.42,72.07,91.98,107.52,81.71,90.38,85.70
2012,2012-11-16,,84.01,,121.28,61.63,,102.35,73.83,85.97,72.07,92.95,108.50,81.79,88.91,87.57
2012,2012-11-19,,90.06,,124.24,59.95,,105.67,74.03,86.62,72.99,93.19,108.42,85.10,90.74,88.61
2012,2012-11-20,,89.30,,124.50,60.42,,105.95,71.32,86.55,73.25,93.27,106.58,83.53,92.03,86.33
2012,2012-11-21,,89.42,,124.29,63.61,,105.31,70.81,87.34,72.73,93.27,107.05,82.37,91.67,87.07
2012,2012-11-23,,90.98,,125.75,62.78,,105.64,72.11,89.78,74.84,94.76,109.23,83.21,92.90,88.85
2012,2012-11-26,,93.85,,121.07,67.85,,104.56,72.73,88.78,75.10,93.79,109.44,82.12,93.03,90.69
2012,2012-11-27,,93.09,,120.43,68.40,,106.07,72.89,87.75,74.84,93.44,103.85,83.38,92.50,87.83
2012,2012-11-28,,92.80,,118.01,68.95,,108.12,73.48,88.68,76.02,94.04,102.82,83.43,93.49,85.83
2012,2012-11-29,,93.83,,121.10,71.46,,109.42,71.40,87.34,77.87,95.09,101.11,83.13,94.36,85.89
2012,2012-11-30,,93.18,,124.37,73.24,,110.44,71.56,86.28,78.66,95.50,100.47,82.68,92.53,84.65
2012,2012-12-03,,93.33,,122.76,70.73,,109.95,71.44,85.66,78.13,95.12,101.50,81.90,92.96,84.60
2012,2012-12-04,,91.67,,123.07,71.83,,109.28,73.01,85.45,79.58,95.26,105.90,82.82,92.96,85.05
2012,2012-12-05,,85.78,,122.86,72.48,,108.77,72.58,86.45,81.42,95.89,110.47,83.68,93.76,91.24
2012,2012-12-06,,87.12,,124.57,70.55,,109.30,73.72,86.62,84.45,96.74,114.19,83.85,93.59,93.94
2012,2012-12-07,,84.89,,125.75,71.91,,108.21,73.72,85.76,84.85,96.23,113.42,83.38,93.73,95.20
2012,2012-12-10,,84.35,,126.79,72.82,,108.40,73.44,87.31,87.88,96.33,115.68,84.09,93.63,97.35
2012,2012-12-11,,86.19,,126.10,73.19,,110.21,75.52,88.54,89.20,96.97,116.20,84.44,97.34,96.62
2012,2012-12-12,,85.80,,126.49,72.14,,110.32,75.60,88.30,88.41,95.67,112.52,84.61,97.51,96.51
2012,2012-12-13,,84.32,,125.57,73.87,,111.13,74.93,87.86,87.75,94.57,112.52,83.41,96.02,96.43
2012,2012-12-14,,81.16,,125.67,70.13,,111.01,75.09,86.90,90.25,90.16,112.14,83.30,96.68,96.30
2012,2012-12-17,,82.60,,127.94,69.97,,113.99,75.21,87.82,87.09,93.49,113.76,83.77,97.05,96.96
2012,2012-12-18,,85.00,,128.35,72.48,,114.04,76.66,89.33,88.27,95.48,119.06,84.89,98.41,100.94
2012,2012-12-19,,83.79,,126.64,71.70,,113.88,77.17,88.51,89.86,94.26,122.95,85.47,98.11,105.01
2012,2012-12-20,,83.06,,125.52,71.57,,114.24,76.89,89.71,89.46,94.73,123.21,86.56,98.21,107.45
2012,2012-12-21,,82.68,,123.86,68.69,,113.17,75.95,88.95,83.27,92.84,123.50,85.40,97.11,107.29
2012,2012-12-24,,82.81,,123.52,70.44,,112.21,75.48,87.72,82.08,93.27,122.82,84.63,97.11,106.56
2012,2012-12-26,,81.68,,121.33,69.34,,112.11,75.52,87.07,81.42,92.81,123.21,84.28,96.71,107.29
2012,2012-12-27,,82.00,,119.28,68.14,,111.70,75.01,87.38,81.95,92.69,122.52,84.56,96.52,107.24
2012,2012-12-28,,81.13,,119.16,67.77,,110.71,73.99,86.04,80.76,91.37,121.45,83.85,95.65,105.67
